type,ratio,conn_size,value_size,iter1,iter2,iter3,comment
PARAM,,,,,,,"key_size=256,key_space_size=65536,backend_size=21474836480,range_limit=100,commit=a63901f2f"
DATA,4.0000,32,256,1283.5670:319.9691,1295.5388:327.0482,1289.8556:318.4393,
DATA,4.0000,64,256,1476.8808:366.2681,1344.1286:336.0297,1374.5788:345.7426,
DATA,4.0000,128,256,1607.5296:407.1163,1618.9536:412.0438,1643.9106:409.5327,
DATA,4.0000,256,256,1628.9077:410.2544,1617.4400:409.5535,1615.6342:405.3587,
DATA,4.0000,512,256,1776.1410:444.5140,1785.4771:445.7218,1774.2398:436.1163,
DATA,4.0000,1024,256,1765.6431:437.5128,1793.2807:438.4258,1794.5024:448.1885,
DATA,4.0000,2048,256,1708.7203:423.9906,1776.2897:446.1177,1770.0258:443.5573,
DATA,4.0000,32,512,1282.1337:325.0735,1277.8073:322.6906,1282.4856:320.7007,
DATA,4.0000,64,512,1501.3011:377.5762,1497.9210:379.7749,1505.5060:369.2714,
DATA,4.0000,128,512,1620.8147:404.7411,1615.0328:402.1824,1588.2630:388.3627,
DATA,4.0000,256,512,1623.5734:407.8676,1616.7630:402.2098,1621.2963:405.3652,
DATA,4.0000,512,512,1688.9668:422.2000,1699.2203:424.5898,1718.6388:422.5931,
DATA,4.0000,1024,512,1711.1188:430.0341,1720.8342:438.6198,1724.8552:427.8717,
DATA,4.0000,2048,512,1644.2241:410.8054,1719.1877:434.3820,1692.3771:427.2407,
DATA,4.0000,32,1024,1321.5316:326.6735,1315.8616:331.3119,1308.3772:324.2345,
DATA,4.0000,64,1024,1459.8646:365.0559,1449.8933:359.3050,1453.1678:360.3475,
DATA,4.0000,128,1024,1546.6705:389.0811,1562.3165:388.3357,1560.9154:384.8160,
DATA,4.0000,256,1024,1587.7708:395.5420,1590.2512:397.1508,1594.2027:397.2473,
DATA,4.0000,512,1024,1604.4111:404.4050,1616.2429:407.2793,1631.7798:407.9783,
DATA,4.0000,1024,1024,1664.1602:417.3246,1679.8103:416.8623,1677.6997:420.8526,
DATA,4.0000,2048,1024,1639.5642:410.5001,1682.4585:420.2103,1693.1761:416.2513,
DATA,4.0000,32,2048,1251.1088:318.5446,1242.6621:310.4705,1247.2478:316.1888,
DATA,4.0000,64,2048,1355.8071:344.1760,1347.7488:340.4300,1341.5809:335.3509,
DATA,4.0000,128,2048,1442.7073:358.3728,1440.0984:353.5628,1444.8617:359.9405,
DATA,4.0000,256,2048,1420.9336:352.4690,1413.1678:355.0939,1441.4265:358.0020,
DATA,4.0000,512,2048,1494.7021:367.1806,1499.1156:377.4290,1492.7990:370.4952,
DATA,4.0000,1024,2048,1503.5188:380.2674,1508.5607:378.0425,1523.4738:381.4997,
DATA,4.0000,2048,2048,1491.9020:382.3231,1545.7062:380.5779,1536.8787:380.1790,
DATA,4.0000,32,4096,1084.7318:270.5049,1096.1637:276.8209,1101.7172:270.7597,
DATA,4.0000,64,4096,1187.8171:298.2847,1178.7570:300.6804,1195.7161:299.0011,
DATA,4.0000,128,4096,1233.7415:309.1589,1223.8613:302.1363,1209.6982:304.8047,
DATA,4.0000,256,4096,1260.0865:317.4956,1272.2627:318.8084,1279.7405:325.3935,
DATA,4.0000,512,4096,1307.9685:333.7598,1313.1694:328.4522,1300.9997:329.0410,
DATA,4.0000,1024,4096,1277.5608:320.6275,1301.8431:333.8560,1299.4235:323.2874,
DATA,4.0000,2048,4096,1265.2396:321.2105,1350.1243:340.8640,1344.3105:332.0720,
DATA,4.0000,32,8192,915.6914:224.8445,908.7060:222.9885,907.5229:227.8455,
DATA,4.0000,64,8192,968.0440:243.7663,960.3791:243.6122,950.9454:242.6590,
DATA,4.0000,128,8192,1040.4738:259.1007,1022.0243:253.0811,1012.9779:254.4783,
DATA,4.0000,256,8192,1057.4428:266.7400,1057.9463:268.8568,1053.3312:268.6832,
DATA,4.0000,512,8192,1097.7366:274.7641,1096.3931:278.9324,1095.9095:267.5200,
DATA,4.0000,1024,8192,1088.0403:272.0945,1098.0068:278.4407,1101.0613:270.7170,
DATA,4.0000,2048,8192,1047.3897:263.8786,1102.1711:271.9619,1095.1705:269.4541,
DATA,4.0000,32,16384,685.2359:167.4926,677.9356:169.9502,675.1786:169.4913,
DATA,4.0000,64,16384,720.8860:179.2080,725.3798:179.6463,697.7141:176.8755,
DATA,4.0000,128,16384,749.3648:180.6183,752.9438:185.8872,749.3085:189.3202,
DATA,4.0000,256,16384,794.6594:197.8413,793.9832:195.6724,789.6651:198.9195,
DATA,4.0000,512,16384,788.1794:198.7718,794.0946:201.4566,777.3935:191.9455,
DATA,4.0000,1024,16384,785.6011:195.1887,818.7777:206.2800,817.0008:205.8477,
DATA,4.0000,2048,16384,825.4533:209.1114,834.9946:204.4682,835.9156:214.0777,
