type,ratio,conn_size,value_size,iter1,iter2,iter3,comment
PARAM,,,,,,,"key_size=256,key_space_size=65536,backend_size=21474836480,range_limit=100,commit=d820cd2b5"
DATA,4.0000,32,256,1473.8713:365.5244,1488.9388:367.9594,1482.9191:367.3973,
DATA,4.0000,64,256,1643.7413:399.9232,1633.0605:415.2770,1632.6394:413.2190,
DATA,4.0000,128,256,1710.8466:434.2386,1705.5677:419.7425,1700.6486:428.5078,
DATA,4.0000,256,256,1791.0470:449.0218,1788.8934:446.0287,1790.4765:449.9570,
DATA,4.0000,512,256,1806.7412:451.5904,1803.5750:447.6496,1803.5950:450.4244,
DATA,4.0000,1024,256,1810.1502:453.9034,1828.6924:459.1608,1813.8757:451.8827,
DATA,4.0000,2048,256,1728.3307:439.1207,1759.8028:429.9831,1762.6760:441.6555,
DATA,4.0000,32,512,1415.0485:351.5035,1420.9502:354.4360,1429.4731:358.7078,
DATA,4.0000,64,512,1567.0348:378.7182,1562.8099:385.4807,1555.5738:395.6218,
DATA,4.0000,128,512,1525.8573:377.0809,1537.7583:387.4647,1638.0780:409.2578,
DATA,4.0000,256,512,1730.9254:430.4452,1719.2006:431.1316,1716.5668:431.9675,
DATA,4.0000,512,512,1711.1907:427.3346,1722.6485:425.0533,1711.6348:430.6724,
DATA,4.0000,1024,512,1732.3738:433.0456,1764.8091:442.0313,1766.4906:434.4620,
DATA,4.0000,2048,512,1648.5929:410.9801,1688.7077:422.3900,1671.9937:417.8680,
DATA,4.0000,32,1024,1355.3800:338.2517,1347.7048:334.7416,1359.0972:347.9240,
DATA,4.0000,64,1024,1503.4286:381.4937,1495.8953:381.9512,1453.7396:362.1133,
DATA,4.0000,128,1024,1550.6223:389.4925,1551.1963:394.9350,1569.3114:382.7072,
DATA,4.0000,256,1024,1638.8570:412.8190,1634.9532:406.9848,1642.7960:406.4276,
DATA,4.0000,512,1024,1674.3908:424.9689,1686.0311:421.8634,1685.7918:418.6932,
DATA,4.0000,1024,1024,1636.9895:402.1722,1654.3431:414.9937,1649.7487:413.1679,
DATA,4.0000,2048,1024,1559.2855:394.9793,1605.7009:412.4485,1630.6836:411.8317,
DATA,4.0000,32,2048,1280.4509:313.6953,1278.0604:321.3913,1280.0561:322.2204,
DATA,4.0000,64,2048,1356.8962:343.9793,1371.9836:339.8636,1399.8618:348.4686,
DATA,4.0000,128,2048,1420.6767:356.1404,1415.4183:355.1001,1421.6188:355.4439,
DATA,4.0000,256,2048,1399.2476:346.1821,1444.4629:360.8830,1449.2675:361.1214,
DATA,4.0000,512,2048,1495.5789:369.0236,1477.4145:365.4183,1480.9195:370.3404,
DATA,4.0000,1024,2048,1456.6421:368.3191,1480.4342:366.7836,1482.4851:370.7515,
DATA,4.0000,2048,2048,1462.5715:363.5749,1483.8949:369.4675,1480.3483:374.8107,
DATA,4.0000,32,4096,1119.2646:279.2216,1107.2801:274.7709,1104.5198:270.5258,
DATA,4.0000,64,4096,1200.2886:300.2572,1200.8719:299.1976,1192.8498:300.0757,
DATA,4.0000,128,4096,1239.1006:307.3725,1248.2482:308.7047,1250.8983:309.6379,
DATA,4.0000,256,4096,1298.9492:327.0419,1290.3739:322.0982,1290.4525:321.8814,
DATA,4.0000,512,4096,1303.7512:327.7004,1309.3269:324.6946,1298.5571:325.5638,
DATA,4.0000,1024,4096,1304.2232:322.4918,1305.9014:325.2248,1293.7241:320.2140,
DATA,4.0000,2048,4096,1294.4760:324.0500,1317.1186:322.2224,1318.6866:335.6953,
DATA,4.0000,32,8192,962.6399:240.4193,955.9014:236.6193,955.0443:238.7898,
DATA,4.0000,64,8192,974.5495:246.7770,964.5606:246.1331,963.4199:239.2302,
DATA,4.0000,128,8192,1016.6593:252.3519,1033.1906:256.6008,1035.0738:255.5718,
DATA,4.0000,256,8192,1062.9527:271.4678,1059.7287:264.9895,1055.8713:265.0506,
DATA,4.0000,512,8192,1055.6319:261.8560,1076.3034:268.1950,1068.6111:272.5652,
DATA,4.0000,1024,8192,1054.1730:263.4246,1051.9596:269.4771,1053.2390:263.8477,
DATA,4.0000,2048,8192,1080.1609:269.2613,1088.7077:274.1862,1087.5826:270.7870,
DATA,4.0000,32,16384,675.2466:168.2415,676.0197:168.6458,670.6669:163.5165,
DATA,4.0000,64,16384,730.1807:183.3441,687.6781:175.4359,697.9042:176.1142,
DATA,4.0000,128,16384,759.3549:190.9539,760.7567:192.4052,757.5570:187.7431,
DATA,4.0000,256,16384,785.7632:196.0436,779.2020:195.3563,777.6928:191.6108,
DATA,4.0000,512,16384,798.9439:198.2240,781.5759:195.8998,783.9939:194.4045,
DATA,4.0000,1024,16384,784.3864:193.7121,810.7074:204.6448,805.9193:203.7125,
DATA,4.0000,2048,16384,834.8585:206.8422,838.8079:207.6658,835.8707:207.3536,
