type,ratio,conn_size,value_size,iter1,iter2,iter3,comment
PARAM,,,,,,,"key_size=256,key_space_size=65536,backend_size=21474836480,range_limit=100,commit=c9fdc609b"
DATA,4.0000,32,256,1216.5265:306.3399,1216.4086:301.4434,1222.5213:307.7709,
DATA,4.0000,64,256,1321.6372:334.5063,1320.7390:322.6221,1315.6323:331.4177,
DATA,4.0000,128,256,1404.6890:348.0061,1417.8212:352.5435,1415.3070:355.8580,
DATA,4.0000,256,256,1474.2334:372.1485,1469.1597:368.2370,1464.9488:372.1975,
DATA,4.0000,512,256,1522.6550:372.6018,1516.2236:371.8502,1516.3762:381.4147,
DATA,4.0000,1024,256,1516.6783:382.7165,1515.6398:378.2588,1522.9121:382.1593,
DATA,4.0000,2048,256,1511.5818:376.4315,1514.5727:379.6790,1507.7518:368.3785,
DATA,4.0000,32,512,1191.3420:295.1961,1193.5521:297.7514,1194.4260:300.1752,
DATA,4.0000,64,512,1296.4615:321.0262,1295.7611:325.7634,1290.3479:322.2202,
DATA,4.0000,128,512,1387.8372:349.0332,1383.6979:348.8222,1381.7134:345.0774,
DATA,4.0000,256,512,1441.1133:362.4785,1443.4463:359.2226,1443.4953:362.9844,
DATA,4.0000,512,512,1464.7665:368.8792,1458.1793:370.0253,1459.7603:365.1081,
DATA,4.0000,1024,512,1500.3043:370.4445,1464.7043:370.2717,1379.6345:342.6396,
DATA,4.0000,2048,512,1338.2720:332.2477,1335.9279:332.9375,1347.9361:335.1613,
DATA,4.0000,32,1024,1125.5633:273.3123,1150.6614:283.9318,1150.0568:287.1905,
DATA,4.0000,64,1024,1246.9782:314.9042,1246.8402:311.7476,1236.7568:307.8265,
DATA,4.0000,128,1024,1337.1564:334.5766,1335.4135:333.5566,1334.5688:335.7236,
DATA,4.0000,256,1024,1388.6271:348.8428,1385.2169:347.5079,1384.1832:341.4627,
DATA,4.0000,512,1024,1426.9029:356.6229,1419.1595:351.7572,1416.5208:353.7961,
DATA,4.0000,1024,1024,1426.9246:354.3658,1412.8246:358.0710,1412.8994:356.0647,
DATA,4.0000,2048,1024,1411.3729:349.6584,1407.2530:348.2672,1400.4702:351.1963,
DATA,4.0000,32,2048,1084.4130:269.0379,1082.4364:267.2675,1073.8223:260.8117,
DATA,4.0000,64,2048,1180.8684:296.6871,1180.2256:295.7918,1186.7460:299.3061,
DATA,4.0000,128,2048,1234.7313:307.3299,1233.4683:304.5175,1228.7888:308.6112,
DATA,4.0000,256,2048,1283.0630:322.6441,1278.8264:319.3437,1275.9494:319.0556,
DATA,4.0000,512,2048,1308.7713:324.0677,1299.9384:316.9259,1300.8107:330.6868,
DATA,4.0000,1024,2048,1324.0049:330.8894,1324.6627:334.8266,1331.2909:337.0006,
DATA,4.0000,2048,2048,1293.4776:329.5232,1292.2376:317.1372,1306.3570:326.3266,
DATA,4.0000,32,4096,992.6943:247.8619,989.6339:246.3270,983.2974:245.8851,
DATA,4.0000,64,4096,1039.7532:261.1076,1034.8660:260.9464,1037.1479:257.2464,
DATA,4.0000,128,4096,1100.0508:274.0138,1090.8784:269.3802,1094.6196:276.0138,
DATA,4.0000,256,4096,1120.3727:288.9310,1124.0713:279.3240,1120.1141:277.2951,
DATA,4.0000,512,4096,1171.8192:292.1756,1168.2909:291.6535,1159.1116:286.4370,
DATA,4.0000,1024,4096,1175.4307:295.3080,1167.9518:295.9498,1163.8738:290.2628,
DATA,4.0000,2048,4096,1150.2608:290.4667,1168.4955:291.8596,1165.8100:290.3481,
DATA,4.0000,32,8192,851.2423:208.3863,846.2202:206.3966,850.0518:208.3844,
DATA,4.0000,64,8192,896.5026:221.8574,873.8727:219.1771,890.2627:226.5292,
DATA,4.0000,128,8192,933.5218:233.6390,931.1360:232.5488,924.8917:232.4061,
DATA,4.0000,256,8192,950.7743:240.3664,951.7201:236.3195,955.6775:238.7930,
DATA,4.0000,512,8192,981.7357:243.4624,976.4126:243.6919,971.2707:241.2354,
DATA,4.0000,1024,8192,996.8606:248.9639,988.7429:245.5969,985.1212:246.4189,
DATA,4.0000,2048,8192,952.5561:238.1087,991.8953:246.8000,986.1925:247.9055,
DATA,4.0000,32,16384,590.9749:147.8359,588.3354:144.6100,582.9742:147.5329,
DATA,4.0000,64,16384,657.0872:162.0184,654.6098:166.7108,644.6869:159.9438,
DATA,4.0000,128,16384,711.2731:176.9066,708.9764:175.0766,709.5400:178.8273,
DATA,4.0000,256,16384,737.6849:183.6816,729.2314:180.9613,728.6669:184.3727,
DATA,4.0000,512,16384,758.8062:190.1994,748.9083:186.7762,747.1183:187.2395,
DATA,4.0000,1024,16384,758.2758:188.0207,736.5030:184.3672,750.3337:185.9824,
DATA,4.0000,2048,16384,704.1464:175.3622,771.0604:190.0310,762.6325:190.4116,
