type,ratio,conn_size,value_size,iter1,iter2,iter3,comment
PARAM,,,,,,,"key_size=256,key_space_size=65536,backend_size=21474836480,range_limit=100,commit=c9fdc609b"
DATA,4.0000,32,256,1292.8722:317.1000,1260.8149:312.7237,1245.4887:309.5834,
DATA,4.0000,64,256,1571.0217:394.5622,1569.4749:394.6238,1571.0860:396.9002,
DATA,4.0000,128,256,1663.6190:416.0140,1661.7080:414.8411,1660.9129:418.2795,
DATA,4.0000,256,256,1732.2377:439.9420,1731.9544:424.0789,1745.6625:432.9602,
DATA,4.0000,512,256,1780.1120:448.3394,1803.8186:458.1684,1800.5107:448.4087,
DATA,4.0000,1024,256,1793.9592:458.3642,1828.4733:462.2112,1819.7470:454.9463,
DATA,4.0000,2048,256,1704.8093:422.3380,1766.6062:443.6714,1758.6333:440.9998,
DATA,4.0000,32,512,1371.5081:337.5739,1375.8825:342.6380,1368.5327:336.1211,
DATA,4.0000,64,512,1516.8846:387.5032,1516.3790:382.8915,1508.9121:374.0172,
DATA,4.0000,128,512,1585.0241:398.6813,1579.4990:396.7493,1565.5277:398.1001,
DATA,4.0000,256,512,1675.4342:424.9383,1700.4867:430.0099,1708.7914:429.1116,
DATA,4.0000,512,512,1742.6252:441.4370,1754.2003:442.5512,1774.1589:445.0320,
DATA,4.0000,1024,512,1743.1894:428.5320,1759.0919:444.0517,1772.1378:443.7099,
DATA,4.0000,2048,512,1695.6608:421.3037,1752.8463:435.2304,1732.6511:427.2937,
DATA,4.0000,32,1024,1336.1589:328.9603,1337.2868:333.0247,1331.7096:335.3856,
DATA,4.0000,64,1024,1470.6949:371.0178,1473.0634:364.7719,1460.9729:367.7972,
DATA,4.0000,128,1024,1532.3707:382.4109,1524.4782:379.5903,1520.6909:384.0243,
DATA,4.0000,256,1024,1631.2079:418.0317,1632.2349:408.3498,1639.1249:413.8693,
DATA,4.0000,512,1024,1645.1500:409.7170,1641.6260:411.5093,1657.5094:405.8387,
DATA,4.0000,1024,1024,1659.7372:414.6803,1672.8876:414.6359,1672.5891:420.2872,
DATA,4.0000,2048,1024,1629.6873:416.3435,1669.2205:409.6758,1663.3783:410.5556,
DATA,4.0000,32,2048,1266.2990:313.6501,1264.3865:320.9306,1273.2067:317.3467,
DATA,4.0000,64,2048,1380.8428:346.7201,1362.4680:337.2986,1345.6519:339.7758,
DATA,4.0000,128,2048,1413.4752:349.0423,1417.1468:358.9844,1453.0020:356.4147,
DATA,4.0000,256,2048,1490.0021:369.6178,1477.4271:366.8496,1493.7108:374.4037,
DATA,4.0000,512,2048,1562.7327:393.0020,1544.2763:383.9011,1545.4999:377.3327,
DATA,4.0000,1024,2048,1543.9014:378.0682,1557.5027:391.8707,1564.0948:392.3554,
DATA,4.0000,2048,2048,1518.9783:374.5756,1569.1909:392.0375,1579.8596:396.8123,
DATA,4.0000,32,4096,1091.2954:268.8788,1084.3303:268.5109,1123.9718:281.4840,
DATA,4.0000,64,4096,1193.7277:296.4137,1226.1282:308.6394,1223.8048:305.1417,
DATA,4.0000,128,4096,1258.9534:312.0648,1235.8405:312.3207,1239.9827:312.0485,
DATA,4.0000,256,4096,1319.7462:328.0593,1319.1583:325.9524,1314.1711:325.2532,
DATA,4.0000,512,4096,1328.7908:333.2197,1327.5495:332.0024,1323.1946:333.3909,
DATA,4.0000,1024,4096,1335.8251:337.5264,1339.4634:337.6457,1342.3439:333.6316,
DATA,4.0000,2048,4096,1314.4280:326.6017,1364.8620:339.6283,1357.2189:341.2448,
DATA,4.0000,32,8192,929.4102:234.4181,928.8312:233.1659,923.6387:230.1302,
DATA,4.0000,64,8192,989.3798:250.7779,994.5697:245.1595,996.1253:245.4291,
DATA,4.0000,128,8192,996.5197:247.3212,1005.3175:251.9861,1019.6219:254.8996,
DATA,4.0000,256,8192,1065.9109:261.4869,1063.7951:264.6161,1065.9658:270.7276,
DATA,4.0000,512,8192,1105.8312:277.0093,1094.5821:274.4543,1097.5777:271.1321,
DATA,4.0000,1024,8192,1068.3494:267.0043,1098.9816:272.5778,1092.7256:270.2648,
DATA,4.0000,2048,8192,1075.3323:269.6735,1107.8574:272.2358,1100.6911:274.1707,
DATA,4.0000,32,16384,676.7689:164.9621,682.4183:170.2209,681.7679:169.7817,
DATA,4.0000,64,16384,710.5775:179.4463,721.4189:179.3609,738.9107:187.2738,
DATA,4.0000,128,16384,791.4708:197.7902,789.3472:198.0240,784.2153:191.8798,
DATA,4.0000,256,16384,784.5412:191.6177,797.2162:199.7999,796.2397:198.0367,
DATA,4.0000,512,16384,804.9221:200.5703,810.9776:204.3110,810.0252:198.3153,
DATA,4.0000,1024,16384,825.0074:202.2843,803.6956:200.1422,828.7077:204.0921,
DATA,4.0000,2048,16384,802.5996:200.5292,867.6031:222.9509,848.5671:216.2909,
